IDTRANS,NSERIE,SERIE,NUMTIKET,NUMBARRA,NNUMBARRA,FECHA,JORNADA,CREDITO,NCREDITO,NUMCLIE,PUNTOVENTA,NPUNTOVENTA,NUMCUEN,NNUMCUEN,SERVICIO,NSERVICIO,ALMACEN,NALMACEN,CABIMPORTE,CABDESCUENTO,CABNETO,CAMARERO,NCAMARERO,MACROGRUPO,NMACROGRUPO,GRUPO,NGRUPO,FAMILIA,NFAMILIA,TIPOPRODUCTO,NTIPOPRODUCTO,PRODUCTO,NPRODUCTO,CANTIDAD,PRECIO,IVA,IMPORTE,IMPORTESINIVA,DESCUENTO,IMPORTEDESCUENTO,IMPORTESINIVADESCUENTO,ANULADA,FORMATO,NFORMATO,TIENDA,ESTABLECIMIENTO,CTACONTABLE,CECO,NIFCLIENTE,NOMBRECLIENTE,VENCIMIENTO,PROMOCION,COMENSALES,COSTE,OBSERVACIONES,Turno,Denominacion 2,Factura,Motivo
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,206,Cata L43 Original,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,204,Chupito l43 chocolate,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,207,Mini Carajillo 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,208,Mini Ginger 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,5,4972,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,-1.0,90.0,21.0,-90.0,-74.380165,-0.0,-90.0,-74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,4.0,22.5,21.0,90.0,74.380165,0.0,90.0,74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,206,Cata L43 Original,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,204,Chupito l43 chocolate,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,207,Mini Carajillo 43,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,208,Mini Ginger 43,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,8.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,5,4973,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,8.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,-1.0,45.0,21.0,-45.0,-37.190083,-0.0,-45.0,-37.190083,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2599,Entrada visita premium exp43NEW,2.0,22.5,21.0,45.0,37.190083,0.0,45.0,37.190083,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,206,Cata L43 Original,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,204,Chupito l43 chocolate,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,207,Mini Carajillo 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,208,Mini Ginger 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,162,L43 STRAW BIO,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,927,KIT VISITA PREMIUM,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.21,,,,,
,,5,4974,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,128,TASTING GLASS 2CL,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,23932,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,45.0,,37.190083,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,45.0,21.0,45.0,37.190083,0.0,45.0,37.190083,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,2,358,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,-336.0,,-277.68595,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,-1.0,336.0,21.0,-336.0,-277.68595,-0.0,-336.0,-277.68595,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,23933,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,88.5,,73.140496,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,1.0,88.5,21.0,88.5,73.140496,0.0,88.5,73.140496,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Standard,,,,,2395,Anticipo Experiencia,-1.0,90.0,21.0,-90.0,-74.380165,-0.0,-90.0,-74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Entr. Premium,,,,,189,Entrada master class + visita guida exp43,2.0,45.0,21.0,90.0,74.380165,0.0,90.0,74.380165,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,880,TOALLA MAGIC TOWEL,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,0.085832,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,882,VASO AGUA AROAMTIZADA,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Otros Merchandising,,,,,155,L43 NAPKIN,4.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licor43,,,,,206,Cata L43 Original,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,884,BOLA HELADO DE HORCHATA DE LICOR 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,909,Coctel bugambilla,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,2328,Coctel FAMA VOLAT,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,917,MINI MEJOR JUNTOS,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,898,KIT MASTER CLASS LICOR 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,3.52,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Licores RTE,,,,,716,Chupito crème brûlée,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,933,PULVERIZACION ZUMO LIMON + TPT,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Guest Supplies,,,,,996,BLOC NOTAS CON BOLIGRAFO,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,0.9438,,,,,
,,5,4975,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,0.0,,0.0,,,,,,Cocteles clásicos con nuestro twist,,,,,704,Coctel Carajillo 43,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,,,,1,Experiencia 43,,,1234,cliente contado,,,,,,,,,
,,1,23934,2,Degustación Experiencia 43 Fábrica,1/8/2025 00:00,1/8/2025,,,1,,,,,3,EXPERIENCIA,,,38.7,,31.983471,,,,,,Licor43,,,,,1,Licor 43 0.05,2.0,3.6,21.0,7.2,5.950413,0.0,7.2,5.950413,,,,1,Experiencia 43,,,1234,cliente contado,,,,1.0527,,,,,
